id,user_id,number_of_friends,percentage_overlap,network_type,created_at,updated_at,data_size,total_size,percentage_overlap_data_size
11925,242,70,0.48476668,olin,54:13.5,18:49.4,17323677,92266157,0.187757652
11917,242,62,0.480910143,olin,53:25.1,18:49.3,17282936,92266157,0.187316093
11924,242,69,0.48476668,olin,54:08.7,18:49.4,17323677,92266157,0.187757652
11923,242,68,0.48476668,olin,54:02.7,18:49.5,17323677,92266157,0.187757652
11927,242,72,0.486694948,olin,54:30.2,18:49.6,17328782,92266157,0.187812981
11926,242,71,0.485923641,olin,54:20.1,18:49.6,17328782,92266157,0.187812981
11932,242,77,0.486694948,olin,55:06.8,18:49.6,17328782,92266157,0.187812981
11928,242,73,0.486694948,olin,54:38.7,18:49.6,17328782,92266157,0.187812981
11931,242,76,0.486694948,olin,55:00.7,18:49.6,17328782,92266157,0.187812981
11930,242,75,0.486694948,olin,54:49.8,18:49.6,17328782,92266157,0.187812981
11933,242,78,0.487080602,olin,55:13.4,18:49.6,17328782,92266157,0.187812981
11934,242,79,0.488237563,olin,55:18.9,18:49.7,17334056,92266157,0.187870142
11935,242,80,0.488623216,olin,55:25.9,18:49.7,17334056,92266157,0.187870142
11936,242,81,0.48900887,olin,55:31.2,18:49.7,17334056,92266157,0.187870142
11946,1102,9,0.509713228,olin,55:49.2,18:50.4,2885150,4025353,0.716744594
11947,1102,10,0.514338575,olin,55:50.3,18:50.6,2904366,4025353,0.721518336
11941,1102,4,0.377428307,olin,55:46.9,18:44.1,2715159,4025353,0.674514508
11940,1102,3,0.377428307,olin,55:45.7,18:44.1,2715159,4025353,0.674514508
11943,1102,6,0.439407956,olin,55:48.1,18:47.1,2748280,4025353,0.682742607
11942,1102,5,0.379278446,olin,55:47.5,18:44.3,2719916,4025353,0.675696268
11944,1102,7,0.444033302,olin,55:48.6,18:47.2,2756799,4025353,0.684858943
11908,242,53,0.479753182,olin,52:41.9,18:49.3,17282936,92266157,0.187316093
11911,242,56,0.480138835,olin,52:54.8,18:49.3,17282936,92266157,0.187316093
11948,1102,11,0.517113784,olin,55:51.0,18:50.8,2910512,4025353,0.723045159
11949,1102,12,0.520814061,olin,55:52.3,18:50.9,2910512,4025353,0.723045159
11950,1102,13,0.524514339,olin,55:53.0,18:51.0,2915274,4025353,0.724228161
11951,1102,14,0.533765032,olin,55:53.6,18:51.2,2922224,4025353,0.725954718
11953,1102,16,0.53746531,olin,55:55.0,18:51.4,2926275,4025353,0.726961089
11954,1102,17,0.538390379,olin,55:55.4,18:51.4,2926275,4025353,0.726961089
11957,1102,20,0.542090657,olin,55:59.2,18:51.5,2926275,4025353,0.726961089
11958,1102,21,0.565217391,olin,56:00.1,18:52.0,2972856,4025353,0.738532993
11955,1102,18,0.538390379,olin,55:56.3,18:51.4,2926275,4025353,0.726961089
11956,1102,19,0.542090657,olin,55:57.6,18:51.5,2926275,4025353,0.726961089
11959,1102,22,0.56706753,olin,56:01.2,18:52.1,2972856,4025353,0.738532993
11961,1102,24,0.576318224,olin,56:14.8,18:52.2,2972856,4025353,0.738532993
11966,1102,29,0.580018501,olin,56:30.1,18:52.3,2972856,4025353,0.738532993
11963,1102,26,0.580018501,olin,56:20.8,18:52.3,2972856,4025353,0.738532993
11964,1102,27,0.580018501,olin,56:24.1,18:52.3,2972856,4025353,0.738532993
11962,1102,25,0.580018501,olin,56:16.8,18:52.3,2972856,4025353,0.738532993
11967,1102,30,0.580018501,olin,56:31.7,18:52.3,2972856,4025353,0.738532993
11969,1102,32,0.580943571,olin,56:34.4,18:52.3,2972856,4025353,0.738532993
11965,1102,28,0.580018501,olin,56:26.6,18:52.3,2972856,4025353,0.738532993
11970,1102,33,0.58186864,olin,56:35.8,18:52.3,2976941,4025353,0.739547811
11972,1102,35,0.583718779,olin,56:38.4,18:52.4,2981626,4025353,0.740711684
11973,1102,36,0.584643848,olin,56:39.9,18:52.4,2981626,4025353,0.740711684
11971,1102,34,0.583718779,olin,56:37.2,18:52.4,2981626,4025353,0.740711684
11974,1102,37,0.7160037,olin,56:44.5,18:54.1,3207241,4025353,0.796760185
11976,1102,39,0.763182239,olin,56:48.7,18:54.2,3207241,4025353,0.796760185
11979,1102,42,0.764107308,olin,56:53.8,18:54.2,3224944,4025353,0.80115806
11982,1102,45,0.765957447,olin,57:04.5,18:54.2,3237460,4025353,0.804267352
11977,1102,40,0.764107308,olin,56:51.2,18:54.2,3224944,4025353,0.80115806
11978,1102,41,0.764107308,olin,56:52.5,18:54.2,3224944,4025353,0.80115806
11981,1102,44,0.765957447,olin,56:57.3,18:54.2,3237460,4025353,0.804267352
11980,1102,43,0.765957447,olin,56:55.4,18:54.2,3237460,4025353,0.804267352
11984,1102,47,0.765957447,olin,57:07.6,18:54.2,3237460,4025353,0.804267352
11985,1102,48,0.765957447,olin,57:09.3,18:54.2,3237460,4025353,0.804267352
11988,1102,51,0.771507863,olin,57:13.0,18:54.2,3237460,4025353,0.804267352
11986,1102,49,0.770582794,olin,57:11.0,18:54.2,3237460,4025353,0.804267352
11989,1102,52,0.772432932,olin,57:18.9,18:54.2,3237959,4025353,0.804391317
11987,1102,50,0.771507863,olin,57:11.5,18:54.2,3237460,4025353,0.804267352
11990,1102,53,0.772432932,olin,57:21.9,18:54.2,3237959,4025353,0.804391317
11993,1102,56,0.781683626,olin,57:28.7,18:54.2,3257617,4025353,0.809274864
11995,1102,58,0.781683626,olin,57:31.8,18:54.2,3257617,4025353,0.809274864
11992,1102,55,0.781683626,olin,57:24.8,18:54.2,3257617,4025353,0.809274864
11999,1102,62,0.782608696,olin,57:39.3,18:54.2,3257617,4025353,0.809274864
11997,1102,60,0.782608696,olin,57:35.8,18:54.2,3257617,4025353,0.809274864
11994,1102,57,0.781683626,olin,57:30.1,18:54.2,3257617,4025353,0.809274864
11996,1102,59,0.782608696,olin,57:34.1,18:54.2,3257617,4025353,0.809274864
11938,1102,1,0.31359852,olin,55:44.5,18:40.1,2656960,4025353,0.660056398
12000,1102,63,0.782608696,olin,57:40.7,18:54.2,3257617,4025353,0.809274864
11939,1102,2,0.354301573,olin,55:45.1,18:42.6,2694663,4025353,0.669422781
12014,1102,77,0.842738205,olin,58:12.1,18:54.4,3288333,4025353,0.816905499
12007,1102,70,0.782608696,olin,57:54.7,18:54.2,3257617,4025353,0.809274864
12006,1102,69,0.782608696,olin,57:51.4,18:54.2,3257617,4025353,0.809274864
12010,1102,73,0.842738205,olin,58:05.3,18:54.4,3288333,4025353,0.816905499
12008,1102,71,0.782608696,olin,57:56.8,18:54.2,3257617,4025353,0.809274864
12009,1102,72,0.782608696,olin,57:59.2,18:54.2,3257617,4025353,0.809274864
12002,1102,65,0.782608696,olin,57:43.6,18:54.2,3257617,4025353,0.809274864
12016,1102,79,0.843663275,olin,58:16.5,18:54.4,3288333,4025353,0.816905499
12012,1102,75,0.842738205,olin,58:08.3,18:54.4,3288333,4025353,0.816905499
12013,1102,76,0.842738205,olin,58:10.2,18:54.4,3288333,4025353,0.816905499
12018,1102,81,0.843663275,olin,58:20.5,18:54.4,3288333,4025353,0.816905499
12015,1102,78,0.842738205,olin,58:14.4,18:54.4,3288333,4025353,0.816905499
12023,1102,86,0.85013876,olin,58:31.4,18:54.4,3333738,4025353,0.828185255
12024,1102,87,0.85013876,olin,58:35.8,18:54.4,3333738,4025353,0.828185255
12022,1102,85,0.843663275,olin,58:28.6,18:54.4,3288333,4025353,0.816905499
12021,1102,84,0.843663275,olin,58:26.3,18:54.4,3288333,4025353,0.816905499
12017,1102,80,0.843663275,olin,58:18.6,18:54.4,3288333,4025353,0.816905499
12020,1102,83,0.843663275,olin,58:24.3,18:54.4,3288333,4025353,0.816905499
12030,1102,93,0.866790009,olin,58:46.9,18:54.4,3340671,4025353,0.829907588
12031,1102,94,0.866790009,olin,58:49.3,18:54.4,3340671,4025353,0.829907588
12025,1102,88,0.85013876,olin,58:37.4,18:54.4,3333738,4025353,0.828185255
12038,1102,101,0.868640148,olin,59:03.6,18:54.4,3340671,4025353,0.829907588
12029,1102,92,0.866790009,olin,58:45.4,18:54.4,3340671,4025353,0.829907588
12035,1102,98,0.866790009,olin,58:57.9,18:54.4,3340671,4025353,0.829907588
12027,1102,90,0.866790009,olin,58:41.9,18:54.4,3340671,4025353,0.829907588
12036,1102,99,0.866790009,olin,58:59.9,18:54.4,3340671,4025353,0.829907588
12028,1102,91,0.866790009,olin,58:43.7,18:54.4,3340671,4025353,0.829907588
12033,1102,96,0.866790009,olin,58:53.5,18:54.4,3340671,4025353,0.829907588
12037,1102,100,0.866790009,olin,59:01.9,18:54.4,3340671,4025353,0.829907588
12050,1102,113,0.869565217,olin,59:29.1,18:54.4,3340671,4025353,0.829907588
12032,1102,95,0.866790009,olin,58:51.0,18:54.4,3340671,4025353,0.829907588
12044,1102,107,0.869565217,olin,59:16.3,18:54.5,3340671,4025353,0.829907588
12059,1102,122,0.876040703,olin,59:46.2,18:54.6,3355521,4025353,0.833596706
12043,1102,106,0.869565217,olin,59:13.7,18:54.5,3340671,4025353,0.829907588
12039,1102,102,0.869565217,olin,59:05.7,18:54.5,3340671,4025353,0.829907588
12051,1102,114,0.869565217,olin,59:30.8,18:54.5,3340671,4025353,0.829907588
12040,1102,103,0.869565217,olin,59:07.3,18:54.5,3340671,4025353,0.829907588
12047,1102,110,0.869565217,olin,59:22.7,18:54.5,3340671,4025353,0.829907588
12058,1102,121,0.876040703,olin,59:44.3,18:54.6,3355521,4025353,0.833596706
12052,1102,115,0.869565217,olin,59:32.5,18:54.5,3340671,4025353,0.829907588
12045,1102,108,0.869565217,olin,59:18.7,18:54.5,3340671,4025353,0.829907588
12048,1102,111,0.869565217,olin,59:25.0,18:54.4,3340671,4025353,0.829907588
12046,1102,109,0.869565217,olin,59:20.4,18:54.5,3340671,4025353,0.829907588
12053,1102,116,0.869565217,olin,59:34.3,18:54.4,3340671,4025353,0.829907588
12054,1102,117,0.869565217,olin,59:36.2,18:54.4,3340671,4025353,0.829907588
12041,1102,104,0.869565217,olin,59:09.5,18:54.5,3340671,4025353,0.829907588
12055,1102,118,0.869565217,olin,59:38.8,18:54.5,3340671,4025353,0.829907588
12060,658,1,0.121516165,olin,59:47.6,18:29.7,449336,25131345,0.017879505
12056,1102,119,0.876040703,olin,59:40.7,18:54.6,3355521,4025353,0.833596706
12062,658,3,0.576365663,olin,59:49.0,18:52.2,6766721,25131345,0.269254232
12063,658,4,0.579710145,olin,59:49.3,18:52.3,6771293,25131345,0.269436156
12064,658,5,0.586399108,olin,59:50.5,18:52.5,6771293,25131345,0.269436156
12066,658,7,0.610925307,olin,59:52.1,18:53.1,6788297,25131345,0.270112762
12067,658,8,0.61761427,olin,59:52.7,18:53.3,6809607,25131345,0.270960707
12068,658,9,0.618729097,olin,59:53.9,18:53.3,6809607,25131345,0.270960707
12069,658,10,0.620958751,olin,59:54.4,18:53.4,6809607,25131345,0.270960707
12070,658,11,0.623188406,olin,59:55.5,18:53.4,6809607,25131345,0.270960707
12071,658,12,0.626532887,olin,59:56.2,18:53.4,6815049,25131345,0.271177249
12074,658,15,0.628762542,olin,59:58.8,18:53.4,6815049,25131345,0.271177249
12073,658,14,0.628762542,olin,59:58.1,18:53.4,6815049,25131345,0.271177249
12076,658,17,0.646599777,olin,00:00.6,18:53.5,6815049,25131345,0.271177249
12075,658,16,0.633221851,olin,59:59.5,18:53.4,6815049,25131345,0.271177249
12078,658,19,0.648829431,olin,00:02.4,18:53.5,6815049,25131345,0.271177249
12079,658,20,0.667781494,olin,00:03.8,18:53.7,23214377,25131345,0.923722029
12077,658,18,0.648829431,olin,00:01.6,18:53.5,6815049,25131345,0.271177249
12081,658,22,0.671125975,olin,00:06.1,18:53.7,23222410,25131345,0.92404167
12082,658,23,0.672240803,olin,00:07.6,18:53.7,23222410,25131345,0.92404167
12085,658,26,0.67335563,olin,00:11.7,18:53.7,23222410,25131345,0.92404167
12083,658,24,0.672240803,olin,00:09.3,18:53.7,23222410,25131345,0.92404167
12084,658,25,0.672240803,olin,00:10.5,18:53.7,23222410,25131345,0.92404167
12086,658,27,0.67335563,olin,00:12.6,18:53.7,23222410,25131345,0.92404167
12087,658,28,0.674470457,olin,00:13.9,18:53.7,23222410,25131345,0.92404167
12089,658,30,0.675585284,olin,00:16.8,18:53.7,23222410,25131345,0.92404167
12091,658,32,0.677814939,olin,00:19.4,18:53.7,23222410,25131345,0.92404167
12090,658,31,0.677814939,olin,00:18.1,18:53.7,23222410,25131345,0.92404167
12093,658,34,0.678929766,olin,00:22.3,18:53.7,23222410,25131345,0.92404167
12092,658,33,0.678929766,olin,00:21.4,18:53.7,23222410,25131345,0.92404167
12094,658,35,0.678929766,olin,00:23.5,18:53.7,23222410,25131345,0.92404167
12096,658,37,0.68115942,olin,00:26.4,18:53.7,23222410,25131345,0.92404167
12004,1102,67,0.782608696,olin,57:46.5,18:54.2,3257617,4025353,0.809274864
12005,1102,68,0.782608696,olin,57:49.7,18:54.2,3257617,4025353,0.809274864
12097,658,38,0.68115942,olin,00:27.9,18:53.7,23222410,25131345,0.92404167
12061,658,2,0.552954292,olin,59:48.4,18:51.7,6718341,25131345,0.267329146
12106,658,47,0.688963211,olin,00:40.7,18:54.0,23222410,25131345,0.92404167
12101,658,42,0.687848384,olin,00:34.5,18:54.0,23222410,25131345,0.92404167
12105,658,46,0.687848384,olin,00:39.4,18:54.0,23222410,25131345,0.92404167
12102,658,43,0.687848384,olin,00:35.6,18:54.0,23222410,25131345,0.92404167
12113,658,54,0.690078038,olin,00:51.5,18:54.0,23225462,25131345,0.924163112
12103,658,44,0.687848384,olin,00:37.2,18:54.0,23222410,25131345,0.92404167
12111,658,52,0.690078038,olin,00:48.1,18:54.0,23225462,25131345,0.924163112
12117,658,58,0.691192865,olin,00:57.7,18:54.0,23225462,25131345,0.924163112
12114,658,55,0.691192865,olin,00:52.8,18:54.0,23225462,25131345,0.924163112
12107,658,48,0.690078038,olin,00:42.1,18:54.0,23225462,25131345,0.924163112
12109,658,50,0.690078038,olin,00:44.9,18:54.0,23225462,25131345,0.924163112
12112,658,53,0.690078038,olin,00:50.0,18:54.0,23225462,25131345,0.924163112
12110,658,51,0.690078038,olin,00:46.6,18:54.0,23225462,25131345,0.924163112
12122,658,63,0.692307692,olin,01:06.8,18:54.0,23225462,25131345,0.924163112
12124,658,65,0.692307692,olin,01:10.7,18:54.0,23225462,25131345,0.924163112
12118,658,59,0.691192865,olin,00:59.6,18:54.0,23225462,25131345,0.924163112
12115,658,56,0.691192865,olin,00:54.2,18:54.0,23225462,25131345,0.924163112
12126,658,67,0.692307692,olin,01:13.6,18:54.0,23225462,25131345,0.924163112
12125,658,66,0.692307692,olin,01:12.2,18:54.0,23225462,25131345,0.924163112
12121,658,62,0.692307692,olin,01:05.3,18:54.0,23225462,25131345,0.924163112
12120,658,61,0.692307692,olin,01:03.2,18:54.0,23225462,25131345,0.924163112
12119,658,60,0.692307692,olin,01:01.1,18:54.0,23225462,25131345,0.924163112
12127,658,68,0.692307692,olin,01:16.4,18:54.0,23225462,25131345,0.924163112
12128,658,69,0.692307692,olin,01:21.6,18:54.0,23225462,25131345,0.924163112
12137,658,78,0.694537347,olin,01:40.2,18:54.0,23225462,25131345,0.924163112
12133,658,74,0.694537347,olin,01:32.0,18:54.0,23225462,25131345,0.924163112
12143,658,84,0.696767001,olin,01:55.1,18:54.0,23240007,25131345,0.924741871
12132,658,73,0.694537347,olin,01:30.0,18:54.0,23225462,25131345,0.924163112
12141,658,82,0.696767001,olin,01:50.1,18:54.1,23240007,25131345,0.924741871
12134,658,75,0.694537347,olin,01:34.1,18:54.0,23225462,25131345,0.924163112
12136,658,77,0.694537347,olin,01:38.2,18:54.0,23225462,25131345,0.924163112
12129,658,70,0.694537347,olin,01:23.9,18:54.0,23225462,25131345,0.924163112
12130,658,71,0.694537347,olin,01:26.4,18:54.0,23225462,25131345,0.924163112
12135,658,76,0.694537347,olin,01:36.2,18:54.0,23225462,25131345,0.924163112
12138,658,79,0.696767001,olin,01:42.5,18:54.0,23240007,25131345,0.924741871
12145,658,86,0.697881828,olin,02:01.0,18:54.1,23240007,25131345,0.924741871
12144,658,85,0.696767001,olin,01:56.9,18:54.0,23240007,25131345,0.924741871
12142,658,83,0.696767001,olin,01:53.2,18:54.0,23240007,25131345,0.924741871
12140,658,81,0.696767001,olin,01:47.9,18:54.0,23240007,25131345,0.924741871
12147,1290,2,0.17805383,olin,02:05.0,18:31.9,2152811,63363956,0.033975325
12149,1290,4,0.258799172,olin,02:06.5,18:36.6,18905657,63363956,0.298366109
12150,1290,5,0.442374051,olin,02:06.9,18:47.2,23444773,63363956,0.370001725
12151,1290,6,0.452035887,olin,02:07.3,18:47.5,23467660,63363956,0.370362924
12152,1290,7,0.457556936,olin,02:08.2,18:47.8,23483657,63363956,0.370615386
12153,1290,8,0.485162181,olin,02:08.8,18:49.6,23560537,63363956,0.371828694
12155,1290,10,0.562456867,olin,02:10.6,18:51.9,23629341,63363956,0.372914548
12156,1290,11,0.563837129,olin,02:11.2,18:52.0,23635223,63363956,0.373007377
12157,1290,12,0.56452726,olin,02:11.9,18:52.0,23635223,63363956,0.373007377
12158,1290,13,0.565217391,olin,02:13.3,18:52.0,23635223,63363956,0.373007377
12159,1290,14,0.566597654,olin,02:14.1,18:52.1,23635223,63363956,0.373007377
12160,1290,15,0.567977916,olin,02:15.2,18:52.1,23635223,63363956,0.373007377
12161,1290,16,0.570048309,olin,02:16.5,18:52.1,23635223,63363956,0.373007377
12163,1290,18,0.574879227,olin,02:19.0,18:52.2,40035466,63363956,0.631833435
12164,1290,19,0.578329883,olin,02:19.7,18:52.3,40035466,63363956,0.631833435
12165,1290,20,0.581780538,olin,02:22.1,18:52.3,40040581,63363956,0.63191416
12166,1290,21,0.582470669,olin,02:23.4,18:52.4,40047377,63363956,0.632021413
12167,1290,22,0.590752243,olin,02:24.5,18:52.7,40050161,63363956,0.63206535
12172,1290,27,0.595583161,olin,02:32.7,18:52.8,40050161,63363956,0.63206535
12171,1290,26,0.595583161,olin,02:30.9,18:52.8,40050161,63363956,0.63206535
12170,1290,25,0.595583161,olin,02:30.0,18:52.8,40050161,63363956,0.63206535
12173,1290,28,0.60110421,olin,02:33.9,18:52.9,40071401,63363956,0.632400556
12168,1290,23,0.595583161,olin,02:26.4,18:52.8,40050161,63363956,0.63206535
12174,1290,29,0.60110421,olin,02:35.2,18:52.9,40071401,63363956,0.632400556
12175,1290,30,0.603864734,olin,02:36.3,18:53.0,40076315,63363956,0.632478108
12178,1290,33,0.603864734,olin,02:39.5,18:52.9,40076315,63363956,0.632478108
12180,1290,35,0.614906832,olin,02:41.9,18:53.1,40443427,63363956,0.638271812
12176,1290,31,0.603864734,olin,02:37.5,18:53.0,40076315,63363956,0.632478108
12179,1290,34,0.611456177,olin,02:40.6,18:53.1,40433359,63363956,0.63811292
12182,1290,37,0.643202208,olin,02:44.0,18:53.5,40470171,63363956,0.638693881
12183,1290,38,0.647342995,olin,02:44.9,18:53.5,40470171,63363956,0.638693881
12181,1290,36,0.643202208,olin,02:42.9,18:53.5,40470171,63363956,0.638693881
12184,1290,39,0.648723257,olin,02:46.6,18:53.5,40475548,63363956,0.63877874
12186,1290,41,0.649413389,olin,02:49.7,18:53.5,40475548,63363956,0.63877874
12188,1290,43,0.657694962,olin,02:53.9,18:53.5,40539232,63363956,0.639783791
12187,1290,42,0.657694962,olin,02:52.0,18:53.6,40539232,63363956,0.639783791
12193,1290,48,0.66252588,olin,03:02.7,18:53.6,40569748,63363956,0.64026539
12190,1290,45,0.658385093,olin,02:57.8,18:53.6,40544605,63363956,0.639868587
12191,1290,46,0.658385093,olin,02:59.7,18:53.6,40544605,63363956,0.639868587
12189,1290,44,0.658385093,olin,02:55.6,18:53.6,40544605,63363956,0.639868587
12194,1290,49,0.664596273,olin,03:03.9,18:53.6,40574789,63363956,0.640344946
12099,658,40,0.686733556,olin,00:32.1,18:53.9,23222410,25131345,0.92404167
12104,658,45,0.687848384,olin,00:38.2,18:53.9,23222410,25131345,0.92404167
12148,1290,3,0.209799862,olin,02:05.8,18:33.6,2224271,63363956,0.035103096
12199,1290,54,0.667356798,olin,03:10.7,18:53.7,41262082,63363956,0.651191696
12200,1290,55,0.67494824,olin,03:12.3,18:53.7,41278768,63363956,0.651455032
12202,1290,57,0.67494824,olin,03:14.7,18:53.7,41278768,63363956,0.651455032
12209,1290,64,0.675638371,olin,03:28.9,18:53.7,41278768,63363956,0.651455032
12206,1290,61,0.675638371,olin,03:22.6,18:53.7,41278768,63363956,0.651455032
12201,1290,56,0.67494824,olin,03:13.5,18:53.7,41278768,63363956,0.651455032
12203,1290,58,0.675638371,olin,03:16.6,18:53.7,41278768,63363956,0.651455032
12204,1290,59,0.675638371,olin,03:18.8,18:53.7,41278768,63363956,0.651455032
12211,1290,66,0.679089027,olin,03:31.9,18:53.7,41288324,63363956,0.651605844
12207,1290,62,0.675638371,olin,03:24.9,18:53.7,41278768,63363956,0.651455032
12208,1290,63,0.675638371,olin,03:27.0,18:53.7,41278768,63363956,0.651455032
12212,1290,67,0.679779158,olin,03:34.5,18:53.7,41293516,63363956,0.651687783
12210,1290,65,0.679089027,olin,03:30.2,18:53.7,41288324,63363956,0.651605844
12218,1290,73,0.680469289,olin,03:45.5,18:53.7,41297711,63363956,0.651753988
12217,1290,72,0.680469289,olin,03:43.2,18:53.7,41297711,63363956,0.651753988
12214,1290,69,0.680469289,olin,03:37.8,18:53.7,41297711,63363956,0.651753988
12222,1290,77,0.680469289,olin,03:54.6,18:53.7,41297711,63363956,0.651753988
12224,1290,79,0.680469289,olin,03:59.3,18:53.7,41297711,63363956,0.651753988
12219,1290,74,0.680469289,olin,03:47.0,18:53.7,41297711,63363956,0.651753988
12215,1290,70,0.680469289,olin,03:39.5,18:53.7,41297711,63363956,0.651753988
12223,1290,78,0.680469289,olin,03:56.6,18:53.7,41297711,63363956,0.651753988
12227,1290,82,0.68115942,olin,04:06.9,18:53.7,41297711,63363956,0.651753988
12216,1290,71,0.680469289,olin,03:41.2,18:53.7,41297711,63363956,0.651753988
12221,1290,76,0.680469289,olin,03:52.5,18:53.7,41297711,63363956,0.651753988
12226,1290,81,0.68115942,olin,04:03.9,18:53.7,41297711,63363956,0.651753988
12225,1290,80,0.68115942,olin,04:01.8,18:53.7,41297711,63363956,0.651753988
12233,1290,88,0.683229814,olin,04:22.3,18:53.7,41302298,63363956,0.651826379
12230,1290,85,0.682539683,olin,04:13.8,18:53.7,41302298,63363956,0.651826379
12229,1290,84,0.682539683,olin,04:11.7,18:53.7,41302298,63363956,0.651826379
12242,1290,97,0.683229814,olin,04:45.3,18:53.8,41302298,63363956,0.651826379
12240,1290,95,0.683229814,olin,04:39.5,18:53.8,41302298,63363956,0.651826379
12241,1290,96,0.683229814,olin,04:42.8,18:53.8,41302298,63363956,0.651826379
12235,1290,90,0.683229814,olin,04:27.7,18:53.8,41302298,63363956,0.651826379
12254,1290,109,0.684610076,olin,05:17.0,18:53.8,41302298,63363956,0.651826379
12237,1290,92,0.683229814,olin,04:33.1,18:53.8,41302298,63363956,0.651826379
12232,1290,87,0.683229814,olin,04:19.2,18:53.8,41302298,63363956,0.651826379
12231,1290,86,0.683229814,olin,04:16.4,18:53.8,41302298,63363956,0.651826379
12249,1290,104,0.684610076,olin,05:04.4,18:53.9,41302298,63363956,0.651826379
12239,1290,94,0.683229814,olin,04:37.4,18:53.8,41302298,63363956,0.651826379
12238,1290,93,0.683229814,olin,04:35.3,18:53.8,41302298,63363956,0.651826379
12234,1290,89,0.683229814,olin,04:24.5,18:53.8,41302298,63363956,0.651826379
12256,1290,111,0.685300207,olin,05:24.1,18:53.9,41302298,63363956,0.651826379
12248,1290,103,0.684610076,olin,05:01.5,18:53.9,41302298,63363956,0.651826379
12255,1290,110,0.684610076,olin,05:20.8,18:53.9,41302298,63363956,0.651826379
12253,1290,108,0.684610076,olin,05:14.7,18:53.9,41302298,63363956,0.651826379
12252,1290,107,0.684610076,olin,05:12.3,18:53.9,41302298,63363956,0.651826379
12261,1290,116,0.685300207,olin,05:43.5,18:53.9,41302298,63363956,0.651826379
12246,1290,101,0.684610076,olin,04:56.1,18:53.8,41302298,63363956,0.651826379
12244,1290,99,0.684610076,olin,04:51.2,18:53.8,41302298,63363956,0.651826379
12247,1290,102,0.684610076,olin,04:58.7,18:53.8,41302298,63363956,0.651826379
12250,1290,105,0.684610076,olin,05:06.8,18:53.8,41302298,63363956,0.651826379
12245,1290,100,0.684610076,olin,04:53.7,18:53.9,41302298,63363956,0.651826379
12270,1290,125,0.685990338,olin,06:16.8,18:53.9,41305778,63363956,0.6518813
12257,1290,112,0.685300207,olin,05:28.1,18:53.9,41302298,63363956,0.651826379
12263,1290,118,0.685300207,olin,05:51.1,18:53.9,41302298,63363956,0.651826379
12264,1290,119,0.685300207,olin,05:54.1,18:53.9,41302298,63363956,0.651826379
12258,1290,113,0.685300207,olin,05:30.7,18:53.9,41302298,63363956,0.651826379
12268,1290,123,0.685990338,olin,06:07.8,18:53.9,41305778,63363956,0.6518813
12260,1290,115,0.685300207,olin,05:38.7,18:53.9,41302298,63363956,0.651826379
12262,1290,117,0.685300207,olin,05:47.1,18:53.9,41302298,63363956,0.651826379
12271,1290,126,0.685990338,olin,06:20.3,18:53.9,41305778,63363956,0.6518813
12267,1290,122,0.685990338,olin,06:04.0,18:53.9,41305778,63363956,0.6518813
12269,1290,124,0.685990338,olin,06:11.4,18:53.9,41305778,63363956,0.6518813
12272,1321,1,0.106060606,olin,06:22.6,18:29.5,1745169,145378876,0.012004282
12265,1290,120,0.685990338,olin,05:57.2,18:53.9,41305778,63363956,0.6518813
12275,1321,4,0.109848485,olin,06:23.6,18:29.5,1750655,145378876,0.012042018
12276,1321,5,0.121212121,olin,06:24.0,18:29.7,1760694,145378876,0.012111072
12278,1321,7,0.122159091,olin,06:24.9,18:29.7,1760694,145378876,0.012111072
12277,1321,6,0.122159091,olin,06:24.4,18:29.7,1760694,145378876,0.012111072
12279,1321,8,0.123106061,olin,06:26.0,18:29.8,1767775,145378876,0.012159779
12280,1321,9,0.123106061,olin,06:26.4,18:29.8,1767775,145378876,0.012159779
12284,1321,13,0.129734848,olin,06:28.6,18:29.9,1799532,145378876,0.012378222
12281,1321,10,0.128787879,olin,06:27.1,18:29.9,1793790,145378876,0.012338725
12285,1321,14,0.130681818,olin,06:29.6,18:30.0,1799532,145378876,0.012378222
12283,1321,12,0.128787879,olin,06:28.1,18:29.9,1793790,145378876,0.012338725
12286,1321,15,0.138257576,olin,06:30.4,18:30.3,1824268,145378876,0.012548371
12287,1321,16,0.138257576,olin,06:31.1,18:30.3,1824268,145378876,0.012548371
12288,1321,17,0.142045455,olin,06:32.5,18:30.4,1830748,145378876,0.012592944
12290,1321,19,0.149621212,olin,06:34.1,18:30.7,1854540,145378876,0.012756599
12291,1321,20,0.151515152,olin,06:34.7,18:30.7,1858211,145378876,0.01278185
12196,1290,51,0.664596273,olin,03:06.7,18:53.6,40574789,63363956,0.640344946
12198,1290,53,0.667356798,olin,03:09.3,18:53.7,41262082,63363956,0.651191696
12273,1321,2,0.107007576,olin,06:22.9,18:29.5,1750655,145378876,0.012042018
12295,1321,24,0.153409091,olin,06:39.4,18:30.8,1862654,145378876,0.012812412
12296,1321,25,0.153409091,olin,06:40.3,18:30.8,1862654,145378876,0.012812412
12300,1321,29,0.15719697,olin,06:44.8,18:30.9,2208500,145378876,0.01519134
12299,1321,28,0.15719697,olin,06:43.4,18:31.0,2208500,145378876,0.01519134
12303,1321,32,0.159090909,olin,06:48.7,18:31.0,2214036,145378876,0.01522942
12301,1321,30,0.159090909,olin,06:45.9,18:31.0,2214036,145378876,0.01522942
